"state","year","gross_inv","ipd","gross_inv_chain","population","inv_ch_x_pop"
"idaho","2015",432.069,66004.3,415.827,1.651523,251.783959412009
"illinois","2015",5316.099,792999.4,5116.264,12.864342,397.708953944166
"indiana","2015",1549.57,330032.2,1491.321,6.608296,225.674061815633
"iowa","2015",1302.344,178472.6,1253.388,3.12146,401.539023405714
"kansas","2015",954.633,152374.1,918.748,2.909502,315.775002045024
"kentucky","2015",1654.047,191923.3,1591.87,4.425999,359.663434176104
"louisiana","2015",1395.809,234299.1,1343.34,4.664851,287.970612566189
"maine","2015",364.977,57525.7,351.257,1.328484,264.404388761927
"maryland","2015",1472.013,367096.5,1416.679,5.986717,236.637041637345
"massachusetts","2015",1589.596,502858,1529.842,6.795891,225.112792421185
"michigan","2015",1288.806,474301.4,1240.359,9.932573,124.877914312837
"minnesota","2015",2478.845,329493.2,2385.664,5.482503,435.141394359474
"mississippi","2015",793.311,105883.4,763.49,2.988693,255.459493497659
"missouri","2015",1112.929,294794.6,1071.094,6.071745,176.40628847226
"montana","2015",399.09,46152.9,384.088,1.030503,372.718953753652
"nebraska","2015",878.318,115328,845.302,1.891507,446.893402985027
"nevada","2015",705.48,144232.4,678.961,2.868666,236.681788678082
"new hampshire","2015",277.46,76033.3,267.03,1.336294,199.82878019358
"new jersey","2015",2711.237,569679.5,2609.32,8.870869,294.144801371771
"new mexico","2015",528.612,90969,508.741,2.090211,243.392174282883
"new york","2015",6004.284,1487754.1,5778.58,19.661411,293.904643974942
"north carolina","2015",2504.599,503628.8,2410.45,10.033079,240.25027611165
"north dakota","2015",1020.741,55012.2,982.371,0.754022,1302.8412964078
"ohio","2015",3113.229,610772.3,2996.201,11.61785,257.896340544937
"oklahoma","2015",1377.264,185936.7,1325.492,3.909831,339.015164594071
"oregon","2015",796.704,203158.9,766.756,4.016918,190.88166599368
"pennsylvania","2015",5643.702,711205.4,5431.552,12.785759,424.812637247425
"rhode island","2015",221.402,56759.4,213.08,1.056173,201.747251633965
"south carolina","2015",831.968,203920.9,800.694,4.892253,163.665697583506
"south dakota","2015",581.778,47752.3,559.909,0.853933,655.682588680845
"tennessee","2015",1188.029,322663.6,1143.37,6.590808,173.479488402636
"texas","2015",8091.138,1568457,7786.987,27.486814,283.299002932824
"utah","2015",626.699,149371.6,603.141,2.982497,202.226858903798
"vermont","2015",225.114,30729.6,216.652,0.625197,346.533972491871
"virginia","2015",1937.245,484216.6,1864.423,8.362907,222.939583089947
"washington","2015",2212.954,470329.3,2129.768,7.163543,297.306514388201
"west virginia","2015",588.809,70281,566.676,1.841996,307.642361872664
"wisconsin","2015",1549.368,305816.5,1491.126,5.761406,258.81286616496
"wyoming","2015",339.618,37721.5,326.851,0.585668,558.082394803882
"alabama","2016",1149.183,203829.8,1102.454,4.864745,226.62112813724
"alaska","2016",832.825,49363.4,798.959,0.741504,1077.48441006387
"arizona","2016",1260.383,311091,1209.132,6.945452,174.0897496664
"arkansas","2016",907.048,120374.8,870.164,2.99041,290.984848231513
"california","2016",6020.659,2657797.6,5775.84,39.209127,147.30855905055
"colorado","2016",1168.145,329368.3,1120.645,5.540921,202.248868013097
"connecticut","2016",946.324,263696.4,907.844,3.578674,253.68167092057
"delaware","2016",496.041,69549.7,475.871,0.949216,501.33057175606
"district of columbia","2016",198.477,129826.1,190.406,0.686575,277.327313112187
"florida","2016",5955.757,938774.2,5713.577,20.629982,276.955016247712
"georgia","2016",2377.497,539525.1,2280.82,10.304763,221.336482944829
"hawaii","2016",343.068,85843.8,329.118,1.428105,230.457844486225
"idaho","2016",424.187,69029.4,406.938,1.68293,241.803283559031
"illinois","2016",6017.871,806315.5,5773.165,12.826895,450.082814274226
"indiana","2016",1510.674,338126.1,1449.245,6.633344,218.478794405959
"iowa","2016",1395.355,179546.6,1338.615,3.131785,427.428766661824
"kansas","2016",1019.384,156857.4,977.932,2.911263,335.913313225222
"kentucky","2016",1680.88,195342.2,1612.53,4.438229,363.327354221695
"louisiana","2016",1386.139,227226.7,1329.774,4.678215,284.248158752858
"maine","2016",369.508,59753.9,354.483,1.33137,266.254309470696
"maryland","2016",1581.906,384889.1,1517.581,6.004692,252.732529828341
"massachusetts","2016",1811.087,519407.6,1737.443,6.826022,254.532288351839
"michigan","2016",1383.873,491774.2,1327.6,9.95189,133.401796040752
"minnesota","2016",2727.966,339100.1,2617.038,5.523409,473.808475888713
"mississippi","2016",767.816,107096.6,736.594,2.988298,246.492819658548
"missouri","2016",1017.703,297582.6,976.32,6.087203,160.388933965238
"montana","2016",333.77,45457.9,320.198,1.040863,307.627420707624
"nebraska","2016",932.208,116193.8,894.302,1.905924,469.222277488504
"nevada","2016",663.081,151215.1,636.118,2.919772,217.865641563793
"new hampshire","2016",260.908,78477.9,250.299,1.342373,186.460097156305
"new jersey","2016",2764.598,582427.5,2652.181,8.874516,298.853593818525
"new mexico","2016",491.985,91043.6,471.979,2.092789,225.526319184591
"new york","2016",6451.456,1539555.2,6189.119,19.641589,315.102764852681
"north carolina","2016",2605.13,519122.1,2499.197,10.156679,246.064387778722
"north dakota","2016",1113.579,50833.1,1068.297,0.754353,1416.1765115271
"ohio","2016",3319.189,622835.2,3184.22,11.635003,273.675907088292
"oklahoma","2016",1440.07,178913.2,1381.512,3.926769,351.819014563882
"oregon","2016",854.294,215050.4,819.556,4.091404,200.311677849462
"pennsylvania","2016",6027.266,726163.9,5782.177,12.783538,452.314296715041
"rhode island","2016",223.579,57693.9,214.488,1.057063,202.909381938446
"south carolina","2016",956.068,212987.4,917.191,4.958235,184.983366056671
"south dakota","2016",594.444,48606.1,570.272,0.86289,660.886092085897
"tennessee","2016",1142.033,335025.7,1095.594,6.645011,164.874670636362
"texas","2016",8358.52,1565632.2,8018.635,27.937492,287.020574359359
"utah","2016",559.586,157883.3,536.832,3.042613,176.437818414632
"vermont","2016",240.935,31659,231.138,0.623644,370.624907799963
"virginia","2016",2034.459,493877.9,1951.731,8.410946,232.046549817345
"washington","2016",2144.171,491358.2,2056.982,7.29468,281.983856728465
"west virginia","2016",562.064,69721.4,539.209,1.830929,294.500223656952
"wisconsin","2016",1395.878,313532.4,1339.117,5.772958,231.963752377897
"wyoming","2016",339.969,35740.3,326.145,0.58429,558.190282222869
"alabama","2017",1153.802,210364.4,1072.971,4.87512,220.091197755132
"alaska","2017",836.172,51803.1,777.593,0.739786,1051.10531964649
"arizona","2017",1265.45,327495.8,1176.797,7.048876,166.948177269681
"arkansas","2017",910.694,123383.1,846.894,3.002997,282.016265750515
"california","2017",6044.859,2819110.7,5621.377,39.399349,142.676900575185
"colorado","2017",1172.84,350004.4,1090.675,5.615902,194.211900421339
"connecticut","2017",950.128,268310.5,883.565,3.57388,247.228502355983
"delaware","2017",498.035,70774.8,463.145,0.957078,483.915626521558
"district of columbia","2017",199.274,134042.7,185.314,0.695691,266.374008000678
"florida","2017",5979.696,985665.4,5560.779,20.976812,265.091711743424
"georgia","2017",2387.053,566473.6,2219.825,10.413055,213.177112768539
"hawaii","2017",344.447,89428.9,320.316,1.424203,224.908949075378
"idaho","2017",425.892,72723.2,396.055,1.718904,230.411355142579
"illinois","2017",6042.059,826817.8,5618.773,12.786196,439.440549792917
"indiana","2017",1516.746,351105.6,1410.488,6.660082,211.782377454212
"iowa","2017",1400.963,181846.3,1302.817,3.143637,414.429846703039
"kansas","2017",1023.481,161219.6,951.78,2.910689,326.994742481935
"kentucky","2017",1687.636,200715.4,1569.406,4.453874,352.368746848249
"louisiana","2017",1391.711,239204.3,1294.212,4.670818,277.084656263635
"maine","2017",370.994,62040.3,345.003,1.335063,258.417018522721
"maryland","2017",1588.265,394258.6,1476.996,6.024891,245.148999376088
"massachusetts","2017",1818.367,540786,1690.978,6.863246,246.38166838257
"michigan","2017",1389.435,505561.2,1292.096,9.976447,129.51464584536
"minnesota","2017",2738.931,351416.8,2547.051,5.568155,457.431770487711
"mississippi","2017",770.902,110223.4,716.895,2.989663,239.791240684987
"missouri","2017",1021.793,304946.2,950.21,6.108612,155.552521587555
"montana","2017",335.112,47559.1,311.635,1.05309,295.924374934716
"nebraska","2017",935.955,120517.4,870.386,1.917575,453.899325971605
"nevada","2017",665.746,158847.6,619.106,2.972405,208.284537268643
"new hampshire","2017",261.957,80900.2,243.605,1.349767,180.47929753802
"new jersey","2017",2775.71,595324.5,2581.254,8.888543,290.402375282428
"new mexico","2017",493.962,94267.1,459.357,2.093395,219.43159317759
"new york","2017",6477.388,1604133.6,6023.604,19.590719,307.47232911666
"north carolina","2017",2615.601,538401.6,2432.361,10.2708,236.822934922304
"north dakota","2017",1118.055,52472.3,1039.728,0.755176,1376.80222888439
"ohio","2017",3332.531,645326,3099.065,11.664129,265.691934648528
"oklahoma","2017",1445.859,188368.1,1344.567,3.93264,341.899334797998
"oregon","2017",857.728,226618.9,797.639,4.146592,192.36013574521
"pennsylvania","2017",6051.492,744290.1,5627.545,12.790447,439.980322814363
"rhode island","2017",224.478,58506.3,208.752,1.056486,197.590881469324
"south carolina","2017",959.911,223111.1,892.663,5.021219,177.778145107792
"south dakota","2017",596.833,49738.7,555.021,0.873286,635.554675100712
"tennessee","2017",1146.623,345949.8,1066.295,6.708794,158.939892922633
"texas","2017",8392.116,1665631.8,7804.194,28.322717,275.545386411904
"utah","2017",561.835,167254.6,522.475,3.103118,168.370973968763
"vermont","2017",241.904,32209.8,224.957,0.624525,360.204955766382
"virginia","2017",2042.637,509372.8,1899.536,8.465207,224.393331433006
"washington","2017",2152.79,524814.6,2001.973,7.425432,269.61030684814
"west virginia","2017",564.323,73162.9,524.789,1.817048,288.814054444351
"wisconsin","2017",1401.489,321987.7,1303.306,5.792051,225.016319780333
"wyoming","2017",341.336,37453.6,317.423,0.578934,548.288751394805
